PERIOD,SITE_REFERENCE,UPRN,LA_REFERENCE,EASTING,NORTHING,SAO_DESCRIPTION,PAO_DESCRIPTION,STREET_DESCRIPTION,LOCALITY_DESCRIPTION,TOWN_DESCRIPTION,POSTCODE,AUTHORITY,COUNTY,REGION,AREA,LANDTYPE,PREVIOUS_LAND_USE,CURRENT_LAND_USE,PLANNING_STATUS,PROPOSED_USE,HOUSING_SUITABILITY,MOST_SUITABLE_USE,EST_HOUSING_CAPACITY,HOUSING_DENSITY,OWNERSHIP,GENERAL_SITE_INFORMATION
2007,515000533,,202096980,520106,185527,ESB SERVICES,RIVERSIDE HOUSE,FOURTH WAY,WEMBLEY,LONDON,HA9 0LH,Brent,London,London,0.560,A - Previously developed land now vacant,Vacant buildings,Vacant Land,Allocated in Local Plan,Employment,No,Dont't know,0,0,Private,Part of the Wembly Strategic Employment Area
2007,515000629,,202036939,518979,189870,CAR PARK,ESSOLDO WAY,TURNER ROAD,EDGWARE,LONDON,HA8,Brent,London,London,0.250,A - Previously developed land now vacant,Vacant land,Vacant Land,None,None,Yes,Dont't know,19,75,Other Public,VACANT CAR PARK TO RESIDENTIAL.  COUNCIL DISPOSAL SITES
2007,515000755,,PR6,519565,183581,,TWYFORD TIP,ABBEY ROAD,PARK ROYAL,LONDON,NW10 7TJ,Brent,London,London,8.900,A - Previously developed land now vacant,Refuse disposal,Vacant Land,Allocated in Local Plan,Employment,No,Employment,0,0,Local Authority,Forms part of the wider Park Royal North Western Gateway Opportunity sute allocation which also includes site ref: 515000565
2007,515000756,,,520225,183517,,VACANT LAND,WAXLOW ROAD,PARK ROYAL,LONDON,,Brent,London,London,7.050,A - Previously developed land now vacant,INDUSTRY AND BUSINESS,Vacant Land,Allocated in Local Plan,Employment,No,Employment,0,0,Don't know,Within a defined Strategic Employment Area within the UDP
2006,524000007,,97/2323/P,533075,165711,,30 TO 38,ADDISCOMBE ROAD,CROYDON,LONDON,,Croydon,London,London,0.334,A - Previously developed land now vacant,Dwellings,Vacant Land,None,None,Yes,Housing,36,108,Private,Planning permission for 36 units expired.
2006,524000105,,,531280,165500,,SITE ADJOINING 271 PURLEY WAY,PURLEY WAY,CROYDON,LONDON,,Croydon,London,London,5.300,A - Previously developed land now vacant,UTILITIES AND INFRASTRUCTURE,Vacant Land,None,None,No,Employment,0,0,Private,
2006,524000157,,P2d,532380,166139,,RANDOLPH HOUSE AND PEMBROKE HOUSE,WELLESLEY ROAD,CROYDON,LONDON,,Croydon,London,London,0.840,A - Previously developed land now vacant,Offices,Vacant Land,With Draft Allocation,Mixed with Housing,Yes,Mixed,100,119,Private,
2006,524000158,,P5b,532762,165628,,JUNCTION OF,COLLEGE ROAD AND GEORGE STREET,CROYDON,LONDON,,Croydon,London,London,0.260,A - Previously developed land now vacant,Offices,Vacant Land,With Draft Allocation,Mixed with Housing,Don't know,Employment,70,269,Private,HOUSING CAPACITY HAS BEEN ESTIMATED AND IS DERIVED FROM HOUSING CAPACITY STUDY
2006,524000174,,03/2310/P,531257,165479,,EX BRITISH GAS LAND,TURNERS WAY,CROYDON,LONDON,CR0 4XJ,Croydon,London,London,5.200,A - Previously developed land now vacant,UTILITIES AND INFRASTRUCTURE,Vacant Land,Detailed Planning Permission,Employment,No,Employment,0,0,Private,
2006,524000181,,,530846,166287,,78,PURLEY WAY,CROYDON,LONDON,CR0 3JW,Croydon,London,London,0.670,A - Previously developed land now vacant,Offices,Vacant Land,None,None,No,Employment,0,0,Other Public,PART OF SITE 524000067 WHICH HAS BEEN REDEVELOPED. THIS PART IS STILL TO BE DEVELOPED
2006,524000203,,02/2972/P,530759,166708,,40 TO 44,PURLEY WAY,CROYDON,LONDON,CR0 3JP,Croydon,London,London,0.920,A - Previously developed land now vacant,Manufacturing,Vacant Land,Outline Planning Permission,Employment,No,Employment,0,0,Private,
2006,524000218,,04/0404/P,530747,160743,,115 TO 119,BRIGHTON ROAD,PURLEY,LONDON,,Croydon,London,London,0.320,A - Previously developed land now vacant,Offices,Vacant Land,Detailed Planning Permission,Housing,Yes,Housing,55,172,Private,
2006,524000220,,04/4056/P,534507,168818,,LAND REAR OF,KINGS ROAD AND CAMILLE CLOSE,SOUTH NORWOOD,LONDON,SE 25,Croydon,London,London,0.270,A - Previously developed land now vacant,Storage,Vacant Land,PP subject to further legal agreement ,Housing,Yes,Housing,12,44,Private,
2006,524000226,,04/0749/P,535541,166474,,LAND ADJ TO,POPPY LANE,CROYDON,LONDON,,Croydon,London,London,1.430,A - Previously developed land now vacant,Agriculture,Vacant Land,Detailed Planning Permission,Open Space,No,Open Space,0,0,Private,
2007,527000071,,,513602,179699,,SOUTHALL TOWN FOOTBALL CLUB,GLADE LANE,,SOUTHALL,,Ealing,London,London,2.080,A - Previously developed land now vacant,Vacant land,Vacant Land,Detailed Planning Permission,Open Space,No,Open Space,0,0,Private,SITE OVERGROWN AND HEAVILY FLYTIPPED
2007,527000079,,SITE 18,520715,181505,,EX LEAMINGTON PARK,WALES FARM ROAD,PARK ROYAL,ACTON,W3,Ealing,London,London,0.570,A - Previously developed land now vacant,Vacant land,Vacant Land,With Draft Allocation,Employment,Don't know,Employment,0,0,Don't know,
2007,527000115,,,515656,183755,,LAND AT,ROCKWARE AVENUE,,GREENFORD,,Ealing,London,London,1.500,A - Previously developed land now vacant,Vacant land,Vacant Land,None,None,No,Employment,0,0,Don't know,
2007,527000132,,,513155,180489,,LAND AT WESTGATE,WESTGATE,HANGER LANE,,W5,Ealing,London,London,1.000,A - Previously developed land now vacant,Manufacturing,Vacant Land,Detailed Planning Permission,Employment,No,Employment,0,0,Private,
2007,530000020,,207032617,535086,192349,,VACANT LAND ADJACENT TO 3,KENNINGHALL ROAD,,EDMONTON,N18 2PE,Enfield,London,London,0.370,A - Previously developed land now vacant,Manufacturing,Vacant Land,Allocated in Local Plan,Employment,No,Dont't know,0,0,Don't know,
2007,530000028,,207155918,534743,198739,,VACANT LAND,GREAT CAMBRIDGE ROAD,,ENFIELD,EN1 4DS,Enfield,London,London,0.400,A - Previously developed land now vacant,UTILITIES AND INFRASTRUCTURE,Vacant Land,None,None,No,Dont't know,0,0,Don't know,
2007,530000040,,207050710,535121,192513,,VACANT LAND ADJACENT TO 33,RAYS ROAD,,EDMONTON,N18 2NX,Enfield,London,London,0.490,A - Previously developed land now vacant,Manufacturing,Vacant Land,Allocated in Local Plan,Employment,No,Dont't know,0,0,Don't know,
2007,530000047,,207198906,536903,197692,,115,BRANCROFT WAY,,ENFIELD,,Enfield,London,London,0.780,A - Previously developed land now vacant,UTILITIES AND INFRASTRUCTURE,Vacant Land,Detailed Planning Permission,Employment,No,Dont't know,0,0,Private,Levels highway construction wheel cleaning and drainage.
2007,530000060,,207053036,535048,192663,,RAILWAY SITE,MONTAGU ROAD,,EDMONTON,N18 2NS,Enfield,London,London,0.500,A - Previously developed land now vacant,Transport tracks and ways,Vacant Land,None,None,Yes,Dont't know,22,44,Don't know,
2007,530000062,,207166676,536858,198008,,VACANT LAND ADJACENT TO UTILITY LAND,MOLLISON AVENUE,,ENFIELD,EN3 7NR,Enfield,London,London,0.550,A - Previously developed land now vacant,Transport tracks and ways,Vacant Land,None,None,No,Dont't know,0,0,Don't know,
2007,530000496,,207185218,535788,191650,FORMER TIMBER YARD,LEA VALLEY TRADING ESTATE,ANGEL ROAD,EDMONTON,ENFIELD,N18 3HR,Enfield,London,London,2.770,A - Previously developed land now vacant,Vacant land,Vacant Land,None,None,No,Employment,0,0,Don't know,
2007,530000517,,207166031,535551,193135,,ELEYS INDUSTRIAL ESTATE,NOBEL ROAD,,EDMONTON,N18 3BH,Enfield,London,London,0.380,A - Previously developed land now vacant,Manufacturing,Vacant Land,None,None,Don't know,Employment,0,0,Don't know,
2007,530000539,,207110580,534796,196357,,42,CROWN ROAD,,ENFIELD,EN1 1TH,Enfield,London,London,1.560,A - Previously developed land now vacant,Manufacturing,Vacant Land,Allocated in Local Plan,Employment,No,Employment,0,0,Don't know,
2007,530000551,,207037862,536125,195475,,DEPOT,WHARF ROAD,,ENFIELD,EN3 4TW,Enfield,London,London,0.540,A - Previously developed land now vacant,Manufacturing,Vacant Land,Detailed Planning Permission,Employment,Don't know,Employment,0,0,Private,TP/07/1258 Planning permission granted for erection of refridgeration equipment plant and machinery room with condenser unit (retrospective).
2007,530000557,,,535650,193280,,8,ARDRA ROAD,EMONTON,LONDON,N18 3AG,Enfield,London,London,6.170,A - Previously developed land now vacant,Manufacturing,Vacant Land,Outline Planning Permission,Employment,No,Employment,0,0,Private,TP/04/0698 Permission for erection of 28890 sqm regional distribution centre (B8).
2007,530000558,,207172833,535546,193344,,DEEPHAMS SEWAGE WORKS,1 ARDRA ROAD,EDMONTON,LONDON,,Enfield,London,London,2.900,A - Previously developed land now vacant,Manufacturing,Vacant Land,Outline Planning Permission,Employment,No,Employment,0,0,Private,
2007,530000559,,,536009,199904,,FORMER ESAB FACTORY,MOLLISON AVENUE,ENFIELD,ENFIELD,EN8 7RU,Enfield,London,London,8.600,A - Previously developed land now vacant,Manufacturing,Vacant Land,Detailed Planning Permission,Employment,Don't know,Dont't know,0,0,Don't know,Planning permission for major industrial development.
2007,533000037,,mu16 (2006 UDP),537820,177540,,HILTONS AND SAXONS WHARVES,NORMAN ROAD,GREENWICH,GREENWICH,SE10 9QX,Greenwich,London,London,0.900,A - Previously developed land now vacant,Offices,Vacant Land,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,45,50,Private,UDP ALLOCATION FOR MIXED USE    RIVERWALL REPAIRS REQUIRED
2007,533000042,,mu13 & mu24 (2006 UDP) . RTG 05/2363/O,543875,179115,COMMERCIAL LEISURE ZONE BUILDING 10 AND THE WARREN,WOOLWICH ARSENAL INCLUDING THE WARREN,PLUMSTEAD ROAD,WOOLWICH,GREENWICH,SE18,Greenwich,London,London,9.060,A - Previously developed land now vacant,Defence,Vacant Land,PP subject to further legal agreement ,Mixed without Housing,Yes,Mixed,2517,278,Other Public,INCORPORATES FORMER NLUD 533000052 THE WARREN AS PER PLANNING APPLICATION 05/2363/O. The centre of the mu24 site is currently under construction for mixed use.
2007,533000049,,Site mu5 (2006 UDP) 05~1386,537877,177820,,GREENWICH REACH EAST,THAMES STREET AND NORWAY STREET,GREENWICH,GREENWICH,SE10,Greenwich,London,London,3.120,A - Previously developed land now vacant,Manufacturing,Vacant Land,PP subject to further legal agreement ,Mixed with Housing,Yes,Mixed,980,314,Private,RIVERWALL REPAIR AND SITE CONTAMINATION ISSUES           REVISED APPLICATION 05/1386/O resolution to grant subj s106 23 Feb 2006 - legal agreement not yet signed
2007,533000139,,Site  j14 2006 UDP,546140,179620,,SITE FRONTING WEST SIDE OF,NATHAN WAY,THAMESMEAD,LONDON,SE28,Greenwich,London,London,1.051,A - Previously developed land now vacant,Manufacturing,Vacant Land,Allocated in Local Plan,Employment,No,Employment,0,0,Other Public,CURRENT RESOLUTION TO GRANT OUTLINE PP FOR DISTRIBUTION lapsed.  No change since 2006 audit.  UDP description: Previously safeguarded site for road linke to White Hart Triangle Land now released for industrial use.
2007,536000169,,,532451,187496,,LAND BOUNDED BY,WOODBERRY GROVE AND WOODBERRY DOWN,HACKNEY,LONDON,,Hackney ,London,London,1.541,A - Previously developed land now vacant,Vacant land,Vacant Land,None,None,Don't know,Dont't know,0,0,Don't know,
2007,539000093,,,522565,180578,FORMER JANET ADEGOKE LEISURE CENTRE,56,BLOEMFONTEIN RD,,LONDON,W12 7DH,Hammersmith and Fulham,London,London,0.900,A - Previously developed land now vacant,RECREATION AND LEISURE,Vacant Land,None,None,Yes,Housing,140,156,Local Authority,Decision pending for Application 2006/00456/FUL to provide 141 residential units along with A1 A3 B1 and D1 uses submitted 17.02.06
2007,542000007,,,527958,188645,,HIGHGATE DEPOT,ARCHWAY ROAD,,LONDON,N6,Haringey,London,London,4.240,A - Previously developed land now vacant,Transport tracks and ways,Vacant Land,None,None,Don't know,Dont't know,0,0,Other Public,ECOLOGICAL CORRIDOR
2007,545000095,,14081102Y,514074,186734,,EASTERN ELECTRICITY PLC AND BREMBER DAY CENTRE AND LAND IN,STANLEY ROAD,SOUTH HARROW,,HA2 8QL,Harrow,London,London,1.500,A - Previously developed land now vacant,UTILITIES AND INFRASTRUCTURE,Vacant Land,Allocated in Local Plan,Employment,No,Employment,0,0,Private,UDP PROPOSAL SITE 19
2007,548000027,,LA27,550671,182820,,FORMER VICTOR ENGINEERING WORKS,NEW ROAD MARSH WAY,RAINHAM,LONDON,,Havering,London,London,4.000,A - Previously developed land now vacant,Manufacturing,Vacant Land,None,None,Yes,Housing,320,80,Other Public,SITE AVAILABLE FOR REDEVELOPMENT NO APPLICATION YET SUBMITTED
2007,551000051,,3114,505129,183048,,BRITISH GAS SITE,COWLEY MILL ROAD,,UXBRIDGE,,Hillingdon,London,London,4.496,A - Previously developed land now vacant,Energy production and distribution,Vacant Land,Outline Planning Permission,Employment,No,Employment,0,0,Private,Outline permisson (Approved on appeal 20/08/02) for class B1 B2 and B8 (3114/APP/2000/271). Application time extended  2005. Site decontaminated 2006. Site Allocation Preferred Options DPD of LDF has  draft Policy SA10 for employment led scheme. PIL.
2007,551000056,,43562,505007,183992,LAND AT,WYVERN WAY,ROCKINGHAM ROAD,UXBRIDGE,,,Hillingdon,London,London,0.599,A - Previously developed land now vacant,Manufacturing,Vacant Land,Detailed Planning Permission,Employment,No,Employment,0,0,Private,Application for erection of car dealership 2004/2122 in 8/04 Approved 2004. Site in Strategic Employment Location - Industrial Business Park.
2007,551000061,,3049,507564,184931,,RUSTON BUCYRUS CRANE WORKS,LONG LANE,HILLINGDON,,,Hillingdon,London,London,1.326,A - Previously developed land now vacant,Vacant land,Vacant Land,Allocated in Local Plan,Employment,No,Employment,0,0,Private,2005/1821 IKEA store residential and community scheme refused 30/06/06. Draft Policy in Site Allocations Preferred Options DPD of LDF SA9A promotes comprehensive office led scheme integrating with Hillingdon station & enhancement of Green Belt environment
2007,551000111,,43159,504078,191227,,ROYAL QUAY,SUMMERHOUSE LANE,HAREFIELD,,,Hillingdon,London,London,0.739,A - Previously developed land now vacant,Manufacturing,Vacant Land,Allocated in Local Plan,Employment,Yes,Employment,22,30,Private,13-11-2000 PP granted subject to S106 for Class B1 offices and decked car park. Renewed 2004. Application 2005/191- 83 residential apartments refused 07/04/05. PR16 in UDP and draft Policy SA7 in Site Allocations DPD for mixed use.
2007,551000143,,751,504750,182250,,CAPE BOARDS SITE,IVER LANE,UXBRIDGE,UXBRIDGE,UB8 2AD,Hillingdon,London,London,5.660,A - Previously developed land now vacant,Manufacturing,Vacant Land,None,None,No,Employment,0,0,Private,Outline application received for B1 uses withdrawn 2004 REF 02/2222. Site used for vehicle storage. Site in Strategic Employment Locaton - Preferred Industrial Location.
2007,551000145,,13226,510750,179250,,FORMER POWER STATION SITE,NORTH HYDE GARDENS,HAYES,HILLINGDON,,Hillingdon,London,London,3.100,A - Previously developed land now vacant,UTILITIES AND INFRASTRUCTURE,Vacant Land,Allocated in Local Plan,Employment,No,Employment,0,0,Private,Application 2002/2226 permission granted subject to s106 for B1b B1c B2 and B8 uses. Flood risk from Yeading Brook. Draft allocation SHSA7 in Southern Hillingdon Area Action Plan Proposed Options DPD.
2007,551000189,,32951 & 56862,504783,183672,PHASE 500,UNIT 1,RIVERSIDE WAY,COWLEY,UXBRIDGE,UB8 2YF,Hillingdon,London,London,1.800,A - Previously developed land now vacant,Manufacturing,Vacant Land,Outline Planning Permission,Employment,No,Employment,0,0,Private,Phase 500 has outline pp for 10000 sqm Bclass use. Site in Strategic Employment Location - Industrial Business Park.
2007,554000015,,Within M19,517491,177286,SPANTON WORKS,135 TO 137,HIGH STREET,,BRENTFORD,,Hounslow,London,London,0.330,A - Previously developed land now vacant,Vacant land,Vacant Land,Outline Planning Permission,Mixed with Housing,Yes,Dont't know,15,50,Private,
2007,554000020,,M6,513528,175530,,20 TO 28,STAINES ROAD,,HOUNSLOW,,Hounslow,London,London,1.780,A - Previously developed land now vacant,Vacant land,Vacant Land,Allocated in Local Plan,Mixed without Housing,No,Mixed,0,0,Private,ACCESS TO SITE (BY CAR)
2007,557000122,,P050753,530393,184086,,WILLIAM OF YORK SCHOOL,GIFFORD STREET,ISLINGTON,LONDON,N1,Islington,London,London,0.680,A - Previously developed land now vacant,Vacant land,Vacant Land,Detailed Planning Permission,Housing,Yes,Dont't know,140,206,Private,Area of PP: A07 within Kings Cross special policy area. Application P050753 for erection of 140 residential flats in courtyard scheme of 3 to 6 storeys 70 car parking spaces communal leisure space storage and space for 120 bicycles approved 03/04/06
2007,557000371,,AO43 P022482,530750,183750,,2 TO 10,HEMINGFORD ROAD AND COPENHAGEN STREET,,ISLINGTON,,Islington,London,London,0.290,A - Previously developed land now vacant,Vacant land,Vacant Land,Detailed Planning Permission,Mixed with Housing,Don't know,Mixed,14,48,Don't know,Identified in UDP as an Area of Opportunity. Application no. P022482 for erection of three storey building of one house and 12 flats and retention of 2 Hemingford Road as one house approved 02 Aug 2005
2007,557000374,,AO36,530250,184250,,ISLINGTON TRIANGLE,YORK WAY AND RANDELLS ROAD,KINGS CROSS,ISLINGTON,N1,Islington,London,London,0.370,A - Previously developed land now vacant,Transport tracks and ways,Vacant Land,Allocated in Local Plan,Mixed with Housing,Don't know,Mixed,15,50,Don't know,Area  of Opportunity AO36. Part of King's Cross Special Policy Area. Outline App P041261 for mixed use devt (residential and A1 A2 A3 D2 and D3 uses) subject to legal agreement
2007,557000385,,,531567,181770,,LAND AT,CHARTERHOUSE STREET,ISLINGTON,LONDON,EC1,Islington,London,London,0.500,A - Previously developed land now vacant,Vacant land,Vacant Land,None,None,Don't know,Employment,0,0,Don't know,Identified in 2005 Islington Employment Study.
2007,557000386,,,532798,182266,,LAND AT,EPWORTH STREET,ISLINGTON,LONDON,EC2A,Islington,London,London,0.700,A - Previously developed land now vacant,Vacant land,Vacant Land,None,None,Don't know,Dont't know,0,0,Don't know,Identified in 2005 Islington Employment Study.
2007,560000008,000217102761,,524893,178713,,PHASE II FENELON PLACE,WARWICK ROAD,,KENSINGTON,W14 8PU,Kensington and Chelsea,London,London,0.260,A - Previously developed land now vacant,Vacant land,Vacant Land,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,100,400,Private,Part 1 of site has already been developed and an application is expected in the near future for this part of the development
2007,560000009,000217011479,,523576,182396,,KENSAL GREEN GASWORKS,CANAL WAY,,NORTH KENSINGTON,W10,Kensington and Chelsea,London,London,7.970,A - Previously developed land now vacant,Energy production and distribution,Vacant Land,Detailed Planning Permission,Mixed with Housing,Yes,Mixed,308,40,Private,Applicantion for mixed use scheme granted in 2003.  Land is presently being decontaminated ready for construction
2007,560000015,,,524701,178915,245,TA CENTRE,WARWICK ROAD,,KENSINGTON,W14,Kensington and Chelsea,London,London,0.830,A - Previously developed land now vacant,Offices,Vacant Land,Allocated in Local Plan,Mixed with Housing,Yes,Housing,281,338,Private,At present the land is owned by a Russian businessman and at present there are no plans to develop the land for the forseeable future
